run_id,pipeline,speaker,segment,confab_type,quote_text,original_ratio,match_rank,match_chapter,match_ratio,match_snippet
nop_v29_blackstone_rosen_trevelyan,no_passages,Daniel Rosen,The Fog and What It Hides,paraphrase,"Dickens names this directly when he says the suit has become 'so costly as to be, in some sort, a monument of Chancery practice.'",0.372,5,c43,0.414,"es and found them
wonderfully like their father. In the meanwhile Mr. Jarndyce (who had
been rubbing his head to a great extent, and hinted at a change in
the wind) talked with Mrs. Skimpole in a cor"
nop_v23_hartley_woodcourt_rosen,no_passages,Caroline Woodcourt,The Writ of Jarndyce: How Chancery Corrupts Richard,paraphrase,"He was not a bad fellow, but he was the son of a bad fellow; and he was the father of a worse fellow — so it runs in the family.",0.373,1,c31,0.359,"ung friend
that he was not a safe inmate, having a bad kind of fever upon him,
and that he had with great natural politeness taken himself off.
Every possible inquiry was made, and every pl"
nop_v23_hartley_woodcourt_rosen,no_passages,Caroline Woodcourt,The Writ of Jarndyce: How Chancery Corrupts Richard,paraphrase,"He was not a bad fellow, but he was the son of a bad fellow; and he was the father of a worse fellow — so it runs in the family.",0.373,2,c32,0.331,"t grandfather
of his is too keen by half. It runs in the family.”
“I remember,” says Tony. “I am up to all that.”
“And as to Krook,” resumes Mr. Guppy. “Now, do you suppose he really
has go"
nop_v23_hartley_woodcourt_rosen,no_passages,Caroline Woodcourt,The Writ of Jarndyce: How Chancery Corrupts Richard,paraphrase,"He was not a bad fellow, but he was the son of a bad fellow; and he was the father of a worse fellow — so it runs in the family.",0.373,3,c8,0.310,"ce, we passed the young man and the dog, in congenial
company. The sister was standing laughing and talking with some other
young women at the corner of the row of cottages, but she seemed"
nop_v23_hartley_woodcourt_rosen,no_passages,Caroline Woodcourt,The Writ of Jarndyce: How Chancery Corrupts Richard,paraphrase,"He was not a bad fellow, but he was the son of a bad fellow; and he was the father of a worse fellow — so it runs in the family.",0.373,4,c15,0.262,"scarcely seated before Mr.
Quale asked Ada and me, not inaudibly, whether he was not a great
creature—which he certainly was, flabbily speaking, though Mr. Quale
meant in intellectual beaut"
nop_v14_trevelyan_for_woodcourt,no_passages,Eleanor Hartley,Shadows and Secrets: Lady Dedlock's Web,paraphrase,"She is perfectly got up, thoroughly well-dressed, and can't be better. She is not young, can't be old.",0.376,1,c15,0.445,"repossessing; yet he was scarcely seated before Mr.
Quale asked Ada and me, not inaudibly, whether he was not a great
creature—which he certainly was, flabbily speaking, th"
nop_v14_trevelyan_for_woodcourt,no_passages,Eleanor Hartley,Shadows and Secrets: Lady Dedlock's Web,paraphrase,"She is perfectly got up, thoroughly well-dressed, and can't be better. She is not young, can't be old.",0.376,2,c2,0.437,"-morrow, she might be expected to ascend
without any rapture.
She has beauty still, and if it be not in its heyday, it is not yet
in its autumn. She has a fine face—origina"
nop_v14_trevelyan_for_woodcourt,no_passages,Eleanor Hartley,Shadows and Secrets: Lady Dedlock's Web,paraphrase,"She is perfectly got up, thoroughly well-dressed, and can't be better. She is not young, can't be old.",0.376,3,c23,0.437,"decidedly of that opinion, Prince, and has expressed it to me, and
always hints it when she writes those kind notes, which you are so
fond of hearing me read to you, I am p"
nop_v14_trevelyan_for_woodcourt,no_passages,Eleanor Hartley,Shadows and Secrets: Lady Dedlock's Web,paraphrase,"She is perfectly got up, thoroughly well-dressed, and can't be better. She is not young, can't be old.",0.376,4,c15,0.428,"rst seen him perfectly
swallowed up in admiration of Mrs. Jellyby, I had supposed her to be
the absorbing object of his devotion. I soon discovered my mistake
and found him"
nop_v14_trevelyan_for_woodcourt,no_passages,Eleanor Hartley,Shadows and Secrets: Lady Dedlock's Web,paraphrase,"She is perfectly got up, thoroughly well-dressed, and can't be better. She is not young, can't be old.",0.376,5,c20,0.419,"he is afraid the office is hardly good
enough for swells, and that if he had known there was a swell coming,
he would have got it painted.
Mr. Guppy suspects everybody who"
nop_v18_trevelyan_rosen,no_passages,Oliver Trevelyan,The Convergence: Fates Collide in Bleak House,paraphrase,"Mr. Bucket of the Detective, whatever he sees and whatever he doesn't see, never seems to see what he does see.",0.378,1,c24,0.378,"Detective, and I have a duty to perform. George, I know where
my man is because I was on the roof last night and saw him through
the skylight, and you along with him. He i"
nop_v18_trevelyan_rosen,no_passages,Oliver Trevelyan,The Convergence: Fates Collide in Bleak House,paraphrase,"Mr. Bucket of the Detective, whatever he sees and whatever he doesn't see, never seems to see what he does see.",0.378,2,c54,0.378,"cket
in a confidential voice. “I am Inspector Bucket of the Detective, I
am; and this,” producing the tip of his convenient little staff from
his breast-pocket, “is my aut"
nop_v18_trevelyan_rosen,no_passages,Oliver Trevelyan,The Convergence: Fates Collide in Bleak House,paraphrase,"Mr. Bucket of the Detective, whatever he sees and whatever he doesn't see, never seems to see what he does see.",0.378,3,c60,0.369,"face. I want him, when
he looks at me, to see what he loved in me. I married him to do this,
and this supports me.”
I felt her trembling more. I waited for what was yet t"
nop_v12_radical_panel,no_passages,Caroline Woodcourt,"Richard's Slow Unraveling: Ambition, Hope, and Corruption",paraphrase,"Esther says: I saw in my darling's face, and in the very set of her figure, that she had grown older in those few months — older with love, and with sorrow, and with watching.",0.378,1,c64,0.323,"ery
time her figure got a stair lower, and insisting that we should
immediately go and find somebody who was good enough for us, and
above all things that we should get out."
nop_v12_radical_panel,no_passages,Caroline Woodcourt,"Richard's Slow Unraveling: Ambition, Hope, and Corruption",paraphrase,"Esther says: I saw in my darling's face, and in the very set of her figure, that she had grown older in those few months — older with love, and with sorrow, and with watching.",0.378,2,c8,0.316,", when we had taken leave,
and left her at the door, by turns looking, and listening in terror
for herself, and saying in her old soothing manner, “Jenny, Jenny!”"
nop_v12_radical_panel,no_passages,Caroline Woodcourt,"Richard's Slow Unraveling: Ambition, Hope, and Corruption",paraphrase,"Esther says: I saw in my darling's face, and in the very set of her figure, that she had grown older in those few months — older with love, and with sorrow, and with watching.",0.378,3,c15,0.300,"tle creature in
her womanly bonnet and apron, through a covered way at the bottom of
the court and melt into the city’s strife and sound like a dewdrop in
an ocean."
nop_v12_radical_panel,no_passages,Caroline Woodcourt,"Richard's Slow Unraveling: Ambition, Hope, and Corruption",paraphrase,"Esther says: I saw in my darling's face, and in the very set of her figure, that she had grown older in those few months — older with love, and with sorrow, and with watching.",0.378,4,c9,0.030,"hich seemed to go
off like blank cannons and hurt nothing. But we were hardly prepared
to have it so confirmed by his appearance when Mr. Jarndyce presented
him. He was not only a very handsome old gentleman—upright and
stalwart as he h"
nop_v18_trevelyan_rosen,no_passages,Daniel Rosen,A World Unmended: Dickens's Vision and Our Reckoning,blend,"Fog everywhere. Fog up the river... fog on the Essex marshes, fog on the Kentish heights.",0.380,1,c1,0.630,"waterside pollutions of a great (and dirty) city.
Fog on the Essex marshes, fog on the Kentish heights. Fog creeping
into the cabooses of collier-brigs; fog ly"
nop_v18_trevelyan_rosen,no_passages,Daniel Rosen,A World Unmended: Dickens's Vision and Our Reckoning,blend,"Fog everywhere. Fog up the river... fog on the Essex marshes, fog on the Kentish heights.",0.380,2,c33,0.450,"pare to bear the venerable
burden to the Sol’s Arms.
“There’s your fare!” says the patriarch to the coachman with a fierce
grin and shaking his incapable fist"
nop_v18_trevelyan_rosen,no_passages,Daniel Rosen,A World Unmended: Dickens's Vision and Our Reckoning,blend,"Fog everywhere. Fog up the river... fog on the Essex marshes, fog on the Kentish heights.",0.380,3,c2,0.440,"ugh the whole set. Across
the hall, and up the stairs, and along the passages, and through the
rooms, which are very brilliant in the season and very dismal ou"
nop_v18_trevelyan_rosen,no_passages,Daniel Rosen,A World Unmended: Dickens's Vision and Our Reckoning,blend,"Fog everywhere. Fog up the river... fog on the Essex marshes, fog on the Kentish heights.",0.380,4,c59,0.440,"e discovery of the
letter, to my own great agitation, for I knew then how important it
must be; “I’ll tell you what he means, ma’am. Go and see Othello
acted."
nop_v18_trevelyan_rosen,no_passages,Daniel Rosen,A World Unmended: Dickens's Vision and Our Reckoning,blend,"Fog everywhere. Fog up the river... fog on the Essex marshes, fog on the Kentish heights.",0.380,5,c1,0.430,"rigging of great ships; fog drooping on the gunwales
of barges and small boats. Fog in the eyes and throats of ancient
Greenwich pensioners, wheezing by the fi"
nop_v01_baseline,no_passages,James Blackstone,The Wards of Court: Richard\'s Slow Unraveling,blend,Suffer no fancy to lead you to connect the suit with any hope of good to yourselves.,0.381,1,c13,0.476,"ld you, you don’t think it wrong of me, do you?”
returned Ada. She might have coaxed me to say no if I had been the
hardest-hearted duenna in the world. N"
nop_v01_baseline,no_passages,James Blackstone,The Wards of Court: Richard\'s Slow Unraveling,blend,Suffer no fancy to lead you to connect the suit with any hope of good to yourselves.,0.381,2,c13,0.455,"from one another, that it is
well this chain of flowers you have taken up is very easily broken,
or it might become a chain of lead. But I will not do tha"
nop_v01_baseline,no_passages,James Blackstone,The Wards of Court: Richard\'s Slow Unraveling,blend,Suffer no fancy to lead you to connect the suit with any hope of good to yourselves.,0.381,3,c28,0.455,"my Lady to
understand, sir, that you consider this young woman too good for
Chesney Wold or likely to be injured by remaining here?”
“Certainly not, Sir L"
nop_v01_baseline,no_passages,James Blackstone,The Wards of Court: Richard\'s Slow Unraveling,blend,Suffer no fancy to lead you to connect the suit with any hope of good to yourselves.,0.381,4,c43,0.455,"y of my being
brought into contact with my mother, of my being taken to her house,
even of Mr. Skimpole’s, however distantly associated with me,
receiving"
nop_v01_baseline,no_passages,James Blackstone,The Wards of Court: Richard\'s Slow Unraveling,blend,Suffer no fancy to lead you to connect the suit with any hope of good to yourselves.,0.381,5,c54,0.455,"sit down upon nothing,” she replies with a shower of
nods.
“Now, mademoiselle,” repeats Mr. Bucket, making no demonstration
except with the finger, “you s"
nop_v26_blackstone_woodcourt_edmund,no_passages,Caroline Woodcourt,Richard's Slow Unraveling: Ambition and Ruin,paraphrase,I know I am not steady. I know I don't do what I mean to do. I could wish to have someone near me who would help me to be steadier.,0.381,1,c58,0.381,"ough to be with Sir Leicester in
this illness and trouble, for I know I am not too old nor too useless
to be a welcomer sight to him than anybody else in my place would be.
But the step on th"
nop_v26_blackstone_woodcourt_edmund,no_passages,Caroline Woodcourt,Richard's Slow Unraveling: Ambition and Ruin,paraphrase,I know I am not steady. I know I don't do what I mean to do. I could wish to have someone near me who would help me to be steadier.,0.381,2,c3,0.333,"of difficulty in beginning to write my portion of
these pages, for I know I am not clever. I always knew that. I can
remember, when I was a very little girl indeed, I used to say to my
doll w"
nop_v26_blackstone_woodcourt_edmund,no_passages,Caroline Woodcourt,Richard's Slow Unraveling: Ambition and Ruin,paraphrase,I know I am not steady. I know I don't do what I mean to do. I could wish to have someone near me who would help me to be steadier.,0.381,3,c17,0.286,"readily
understand!”
“Remain a moment, Esther,” said he, “You were in my thoughts.”
“I hope I was not the trouble, guardian?”
He slightly waved his hand and fell into his usual manner. The c"
nop_v29_blackstone_rosen_trevelyan,no_passages,Oliver Trevelyan,Connected Fates: The Web of Obligation,paraphrase,"I was very ill indeed for many weeks. When I began to recover, I found my hair was gone, and that I should be quite different in appearance.",0.381,1,c50,0.381,"ttle Esthers, was so prettily
expressive of devotion to this pride of her life that I should be
tempted to recall some of them but for the timely remembrance that I
am getting on irregularly as it is."
nop_v29_blackstone_rosen_trevelyan,no_passages,Oliver Trevelyan,Connected Fates: The Web of Obligation,paraphrase,"I was very ill indeed for many weeks. When I began to recover, I found my hair was gone, and that I should be quite different in appearance.",0.381,2,c27,0.349,"given you more
satisfaction. If it would be any satisfaction to any one that I
should be confirmed in my judgment that I would rather have nothing
to do with this by a friend of mine who has a better"
nop_v29_blackstone_rosen_trevelyan,no_passages,Oliver Trevelyan,Connected Fates: The Web of Obligation,paraphrase,"I was very ill indeed for many weeks. When I began to recover, I found my hair was gone, and that I should be quite different in appearance.",0.381,3,c5,0.330,"a
great number of relations and others, and that they should be my
enemies—as I suppose they are—and that we should all be ruining one
another without knowing how or why and be in constant doubt and
d"
nop_v29_blackstone_rosen_trevelyan,no_passages,Oliver Trevelyan,Connected Fates: The Web of Obligation,paraphrase,"I was very ill indeed for many weeks. When I began to recover, I found my hair was gone, and that I should be quite different in appearance.",0.381,4,c32,0.317,"sir. I should get so fidgety and worried of an
evening, sometimes, that I should be driven to come to the door and
stand here sooner than sit there. But then it’s very true that you
didn’t see, in yo"
nop_v29_blackstone_rosen_trevelyan,no_passages,Oliver Trevelyan,Connected Fates: The Web of Obligation,paraphrase,"I was very ill indeed for many weeks. When I began to recover, I found my hair was gone, and that I should be quite different in appearance.",0.381,5,c36,0.305,"ie in my birth, and that it was wrong and not intended that I
should be then alive.
These are the real feelings that I had. I fell asleep worn out, and
when I awoke I cried afresh to think that I was"
nop_v30_woodcourt_edmund_trevelyan,no_passages,Caroline Woodcourt,Lady Dedlock's Shadow: Plot and Deception,paraphrase,"She is dressed in plain clothes, but she is not like the other people. She does not speak to him except to say what she wants.",0.382,1,c41,0.382,"nnot be sure. Both might be as
pale, both as intent.
“Lady Dedlock?”
She does not speak at first, nor even when she has slowly dropped
into the easy-chair by the table. They look at each"
nop_v30_woodcourt_edmund_trevelyan,no_passages,Caroline Woodcourt,Lady Dedlock's Shadow: Plot and Deception,paraphrase,"She is dressed in plain clothes, but she is not like the other people. She does not speak to him except to say what she wants.",0.382,2,c53,0.311,"she passes through the hall. Still
very pale, she is dressed in slight mourning and wears two beautiful
bracelets. Either their beauty or the beauty of her arms is
particularly attracti"
nop_v30_woodcourt_edmund_trevelyan,no_passages,Caroline Woodcourt,Lady Dedlock's Shadow: Plot and Deception,paraphrase,"She is dressed in plain clothes, but she is not like the other people. She does not speak to him except to say what she wants.",0.382,3,c21,0.283,"ng
circumstances, however, she is dressed in a plain, spare gown of
brown stuff.
Judy never owned a doll, never heard of Cinderella, never played at
any game. She once or twice fell into"
nop_v29_blackstone_rosen_trevelyan,no_passages,Oliver Trevelyan,Richard's Gamble: The Chancery's Grip,paraphrase,"He says to Ada: 'I have been thinking, Ada, that I am not so ill as to be quite unfit for business.'",0.382,1,c8,0.382,"disappointment to you to know that I am not clever, but it really is
the truth, and you would soon find it out if I had not the honesty to
confess it.”
He did"
nop_v29_blackstone_rosen_trevelyan,no_passages,Oliver Trevelyan,Richard's Gamble: The Chancery's Grip,paraphrase,"He says to Ada: 'I have been thinking, Ada, that I am not so ill as to be quite unfit for business.'",0.382,2,c58,0.373,"it would be universally agreed, Sir
Leicester, that I am not much to boast of.”
“You have been a soldier,” observes Sir Leicester, “and a faithful
one.”
George"
nop_v29_blackstone_rosen_trevelyan,no_passages,Oliver Trevelyan,Richard's Gamble: The Chancery's Grip,paraphrase,"He says to Ada: 'I have been thinking, Ada, that I am not so ill as to be quite unfit for business.'",0.382,3,c55,0.356,"endation, but I may say for myself that I am not so bad a man
of business neither.”
Lady Dedlock looks at him in stern inquiry. Mr. Guppy immediately
withdraws"
nop_v29_blackstone_rosen_trevelyan,no_passages,Oliver Trevelyan,Richard's Gamble: The Chancery's Grip,paraphrase,"He says to Ada: 'I have been thinking, Ada, that I am not so ill as to be quite unfit for business.'",0.382,4,c37,0.338,"about John
Jarndyce, but that I have this purpose and reason at my back. I wish
to represent myself to her through you, because she has a great
esteem and resp"
nop_v29_blackstone_rosen_trevelyan,no_passages,Oliver Trevelyan,Richard's Gamble: The Chancery's Grip,paraphrase,"He says to Ada: 'I have been thinking, Ada, that I am not so ill as to be quite unfit for business.'",0.382,5,c13,0.320,"ing), I am not so weak—no, really,” said Mr.
Badger to us generally, “so unreasonable—as to put my reputation on
the same footing with such first-rate men as Ca"
nop_v25_hartley_rosen_trevelyan,no_passages,Eleanor Hartley,Redemption and Entanglement: Esther's Vision,blend,"She says: ""I know that my dearest little pets are very pretty, and that my darling is very beautiful, and that my husband is very handsome, and —""",0.383,1,c67,0.461,"departed from that quarter on that
very day.
I think my darling girl is more beautiful than ever. The sorrow that
has been in her face—for it is not there now—seems to have purified
even its innocent expression and to"
nop_v25_hartley_rosen_trevelyan,no_passages,Eleanor Hartley,Redemption and Entanglement: Esther's Vision,blend,"She says: ""I know that my dearest little pets are very pretty, and that my darling is very beautiful, and that my husband is very handsome, and —""",0.383,2,c67,0.448,"rt for ever. Not
without much dear remembrance on my side. Not without some, I hope,
on his or hers.
They gave my darling into my arms, and through many weeks I never
left her. The little child who was to have done so"
nop_v25_hartley_rosen_trevelyan,no_passages,Eleanor Hartley,Redemption and Entanglement: Esther's Vision,blend,"She says: ""I know that my dearest little pets are very pretty, and that my darling is very beautiful, and that my husband is very handsome, and —""",0.383,3,c9,0.442,"ot without reddening a little at hazarding
what was in my thoughts, “there is something so tender in his manner,
after all, and he is so very courtly and gentle to us,
 and—”
Mr. Jarndyce directed his eyes to where he"
nop_v25_hartley_rosen_trevelyan,no_passages,Eleanor Hartley,Redemption and Entanglement: Esther's Vision,blend,"She says: ""I know that my dearest little pets are very pretty, and that my darling is very beautiful, and that my husband is very handsome, and —""",0.383,4,c48,0.424,"uld point out
this little instance here on my arm who shows herself so affectionate
and faithful in parting and in whom my mother, I dare say, has done
something to awaken such feelings—though of course Lady Dedlock,"
nop_v25_hartley_rosen_trevelyan,no_passages,Eleanor Hartley,Redemption and Entanglement: Esther's Vision,blend,"She says: ""I know that my dearest little pets are very pretty, and that my darling is very beautiful, and that my husband is very handsome, and —""",0.383,5,c6,0.424,"our little purse is
safe from his inexperience—I must have a promise all round that
nothing of this sort shall ever be done any more. No advances! Not
even sixpences.”
We all promised faithfully, Richard with a merry"
nop_v28_blackstone_edmund_trevelyan,no_passages,James Blackstone,Secrets in the Parlour,blend,"He is of a dry and sandy appearance, with a hard complexion and a tightly buttoned coat.",0.384,1,c48,0.535,"choing mews behind have a dry
and massive appearance, as if they were reserved to stable the stone
chargers of noble statues. Complicated garnish of iron-work"
nop_v28_blackstone_edmund_trevelyan,no_passages,James Blackstone,Secrets in the Parlour,blend,"He is of a dry and sandy appearance, with a hard complexion and a tightly buttoned coat.",0.384,2,c21,0.465,".
“Sure?”
Judy answers with a nod of deepest meaning and calls, as she scrapes
the butter on the loaf with every precaution against waste and cuts
it into sli"
nop_v28_blackstone_edmund_trevelyan,no_passages,James Blackstone,Secrets in the Parlour,blend,"He is of a dry and sandy appearance, with a hard complexion and a tightly buttoned coat.",0.384,3,c3,0.465,"ho I thought had
hardly noticed me in all those years, came panting after the coach to
give me a little nosegay of geraniums and told me I had been the
light"
nop_v28_blackstone_edmund_trevelyan,no_passages,James Blackstone,Secrets in the Parlour,blend,"He is of a dry and sandy appearance, with a hard complexion and a tightly buttoned coat.",0.384,4,c11,0.455,"esty of the court the appearance of going to be
hanged presently.
Call over and swear the jury! While the ceremony is in progress,
sensation is created by the"
nop_v28_blackstone_edmund_trevelyan,no_passages,James Blackstone,Secrets in the Parlour,blend,"He is of a dry and sandy appearance, with a hard complexion and a tightly buttoned coat.",0.384,5,c26,0.455,"igure carried in a chair by two
bearers and attended by a lean female with a face like a pinched
mask, who might be expected immediately to recite the popular"
nop_v19_all_swapped,no_passages,Oliver Trevelyan,Deep Dive: Richard's Slow Ruin in Chancery,blend,"He seemed to be always looking at a narrow prospect of the future, through the bars of a grave.",0.385,1,c48,0.460,"t a voice in a mile of them to
whisper, “Don’t go home!”
Through the stir and motion of the commoner streets; through the roar
and jar of many vehicles, many feet, m"
nop_v19_all_swapped,no_passages,Oliver Trevelyan,Deep Dive: Richard's Slow Ruin in Chancery,blend,"He seemed to be always looking at a narrow prospect of the future, through the bars of a grave.",0.385,2,c15,0.451,"is great power
seemed to be his power of indiscriminate admiration. He would sit for
any length of time, with the utmost enjoyment, bathing his temples in
the light"
nop_v19_all_swapped,no_passages,Oliver Trevelyan,Deep Dive: Richard's Slow Ruin in Chancery,blend,"He seemed to be always looking at a narrow prospect of the future, through the bars of a grave.",0.385,3,c18,0.451,"ife, was looking after
her. “Hortense is not one of that sort. She has as good a head-piece
as the best. But she’s mortal high and passionate—powerful high and
passi"
nop_v19_all_swapped,no_passages,Oliver Trevelyan,Deep Dive: Richard's Slow Ruin in Chancery,blend,"He seemed to be always looking at a narrow prospect of the future, through the bars of a grave.",0.385,4,c4,0.451,"JELLYBY.
“Don’t be frightened!” said Mr. Guppy, looking in at the
coach-window. “One of the young Jellybys been and got his head
through the area railings!”
“Oh, po"
nop_v19_all_swapped,no_passages,Oliver Trevelyan,Deep Dive: Richard's Slow Ruin in Chancery,blend,"He seemed to be always looking at a narrow prospect of the future, through the bars of a grave.",0.385,5,c63,0.451,"s a bare office, with bare windows, looking on the iron view
below. Tumbled together on the table are some pieces of iron,
purposely broken to be tested at various p"
nop_v10_conservative,no_passages,Caroline Woodcourt,Richard's Gamble: The Chancery's Grip Tightens,paraphrase,And she writes: 'He was not the same Richard; he could not look me in the face as he used to do.',0.385,1,c67,0.385,"gs at her new
house with his head against the wall as he used to do in her old one.
I have heard that Mrs. Jellyby was understood to suffer great
mortificati"
nop_v10_conservative,no_passages,Caroline Woodcourt,Richard's Gamble: The Chancery's Grip Tightens,paraphrase,And she writes: 'He was not the same Richard; he could not look me in the face as he used to do.',0.385,2,c36,0.376,"the house declared it was not the same house and was
becoming rebellious for her return. Two such letters together made me
think how far beyond my deserts I"
nop_v10_conservative,no_passages,Caroline Woodcourt,Richard's Gamble: The Chancery's Grip Tightens,paraphrase,And she writes: 'He was not the same Richard; he could not look me in the face as he used to do.',0.385,3,c60,0.220,"ous brave man, as handsome as
he used to be, as hopeful, and far more happy, may walk in the
sunshine with him, honouring his grey head and saying to himself"
nop_v12_radical_panel,no_passages,Daniel Rosen,"Richard's Slow Unraveling: Ambition, Hope, and Corruption",paraphrase,"He describes the Vholes of the world as a large class dependent on the suit for their subsistence — whose families are fed by its delays, whose children are clothed by its complications.",0.385,1,c59,0.394,"he heavy head,
put the long dank hair aside, and turned the face. And it was my
mother, cold and dead."
nop_v12_radical_panel,no_passages,Daniel Rosen,"Richard's Slow Unraveling: Ambition, Hope, and Corruption",paraphrase,"He describes the Vholes of the world as a large class dependent on the suit for their subsistence — whose families are fed by its delays, whose children are clothed by its complications.",0.385,2,c54,0.394,", and in a tone of
mourning and compassion rather than reproach."
nop_v12_radical_panel,no_passages,Daniel Rosen,"Richard's Slow Unraveling: Ambition, Hope, and Corruption",paraphrase,"He describes the Vholes of the world as a large class dependent on the suit for their subsistence — whose families are fed by its delays, whose children are clothed by its complications.",0.385,3,c14,0.376,"solute and
persevering he would be; I was to be Ada’s bridesmaid when they were
married; I was to live with them afterwards; I was to keep all the
keys of their house;"
nop_v12_radical_panel,no_passages,Daniel Rosen,"Richard's Slow Unraveling: Ambition, Hope, and Corruption",paraphrase,"He describes the Vholes of the world as a large class dependent on the suit for their subsistence — whose families are fed by its delays, whose children are clothed by its complications.",0.385,4,c66,0.376,"the souls of pale cold shapes of rooms, no stir of
life about it—passion and pride, even to the stranger’s eye, have
died away from the place in Lincolnshire and yiel"
nop_v12_radical_panel,no_passages,Daniel Rosen,"Richard's Slow Unraveling: Ambition, Hope, and Corruption",paraphrase,"He describes the Vholes of the world as a large class dependent on the suit for their subsistence — whose families are fed by its delays, whose children are clothed by its complications.",0.385,5,c16,0.358,"er side of the
house, my dear,” says Mrs. Rouncewell to Rosa. “His dressing-room is
on my Lady’s side. And in all these years I never heard the step upon
the Ghost’s W"
nop_v01_baseline,no_passages,Caroline Woodcourt,The Wards of Court: Richard\'s Slow Unraveling,blend,"He was not only worn and haggard, but he was much changed in his manner — at once more furtive and more fierce.",0.389,1,c28,0.452,"untable for them to me—who may, in his peculiar opinions,
withdraw her from that notice and favour, she is at any time at
liberty to do so. We are obliged to you for the plainness wi"
nop_v01_baseline,no_passages,Caroline Woodcourt,The Wards of Court: Richard\'s Slow Unraveling,blend,"He was not only worn and haggard, but he was much changed in his manner — at once more furtive and more fierce.",0.389,2,c24,0.444,"ch
about him, not only from Richard, but from my guardian too, that I
was purposely in the room with my work one morning after breakfast
when he came.
“Good morning, Mr. George,” sai"
nop_v01_baseline,no_passages,Caroline Woodcourt,The Wards of Court: Richard\'s Slow Unraveling,blend,"He was not only worn and haggard, but he was much changed in his manner — at once more furtive and more fierce.",0.389,3,c9,0.444,"as constantly required to
assist; but he was such a true gentleman in his manner, so
chivalrously polite, his face was lighted by a smile of so much
sweetness and tenderness, and it"
nop_v01_baseline,no_passages,Caroline Woodcourt,The Wards of Court: Richard\'s Slow Unraveling,blend,"He was not only worn and haggard, but he was much changed in his manner — at once more furtive and more fierce.",0.389,4,c11,0.437,"is
not here. Says the coroner, go and fetch him then. In the absence of
the active and intelligent, the coroner converses with Mr.
Tulkinghorn.
Oh! Here’s the boy, gentlemen!
Here h"
nop_v01_baseline,no_passages,Caroline Woodcourt,The Wards of Court: Richard\'s Slow Unraveling,blend,"He was not only worn and haggard, but he was much changed in his manner — at once more furtive and more fierce.",0.389,5,c23,0.437,"tion,
and then I am provided for. No. I look upon it as a pursuit which is
in its nature more or less unsettled, and therefore suited to my
temporary condition—I may say, precisely s"
nop_v29_blackstone_rosen_trevelyan,no_passages,Daniel Rosen,A System Built on Secrets,paraphrase,"She self-effaces in every paragraph — 'I don't know why I mention this,' 'I couldn't account for it,' 'I dare say I was wrong.'",0.389,1,c46,0.389,"ly I should want him to be inkwhiched. I
only wish I wos, myself. I don’t know why I don’t go and make a hole
in the water, I’m sure I don’t.”
He says it with such a pitiable air, and his"
nop_v29_blackstone_rosen_trevelyan,no_passages,Daniel Rosen,A System Built on Secrets,paraphrase,"She self-effaces in every paragraph — 'I don't know why I mention this,' 'I couldn't account for it,' 'I dare say I was wrong.'",0.389,2,c27,0.354,"ith, and helped a little, and—well, well! To be sure,
I don’t know why I shouldn’t be wished a hundred mile away, for I
have not much to do with all this!”
Mr. George is becoming thoughtfu"
nop_v29_blackstone_rosen_trevelyan,no_passages,Daniel Rosen,A System Built on Secrets,paraphrase,"She self-effaces in every paragraph — 'I don't know why I mention this,' 'I couldn't account for it,' 'I dare say I was wrong.'",0.389,3,c33,0.208,"I am sure!”
“No, he never communicated with us, which is to be deplored,” the old
gentleman strikes in, “but I have come to look after the property—to
look over the papers, and to look aft"
nop_v23_hartley_woodcourt_rosen,no_passages,Daniel Rosen,A Woman's Perilous Knowledge: Lady Dedlock's Secret Unravels,paraphrase,He is of a stony face and attitude. He has the expression of a man who has been for many years a receptacle for other people's secrets.,0.389,1,c20,0.389,"opinion, a fellow can do. His manner is the gravely impressive
manner of a man who has not committed himself in life otherwise than
as he has become the victim of a tender sorrow of the heart.
“"
nop_v23_hartley_woodcourt_rosen,no_passages,Daniel Rosen,A Woman's Perilous Knowledge: Lady Dedlock's Secret Unravels,paraphrase,He is of a stony face and attitude. He has the expression of a man who has been for many years a receptacle for other people's secrets.,0.389,2,c52,0.389,"e hand upon the table and the other on his hip, as complete a
picture of a man who was not to be moved from a fixed purpose as ever
I saw. It was in vain that we all three talked to him and endea"
nop_v23_hartley_woodcourt_rosen,no_passages,Daniel Rosen,A Woman's Perilous Knowledge: Lady Dedlock's Secret Unravels,paraphrase,He is of a stony face and attitude. He has the expression of a man who has been for many years a receptacle for other people's secrets.,0.389,3,c6,0.363,"manner or appearance of a man who had advanced in life by the
usual road of years, cares, and experiences.
I gathered from the conversation that Mr. Skimpole had been educated
for the medical pro"
nop_v23_hartley_woodcourt_rosen,no_passages,Daniel Rosen,A Woman's Perilous Knowledge: Lady Dedlock's Secret Unravels,paraphrase,He is of a stony face and attitude. He has the expression of a man who has been for many years a receptacle for other people's secrets.,0.389,4,c52,0.317,", sir. Howsoever,” observed Mr. George with one of his
sunburnt smiles, “a man who has been knocking about the world in a
vagabond kind of a way as long as I have gets on well enough in a
place l"
